S;k;time
730;14;0.000166
730;15;0.000255
730;16;0.000213
730;17;0.000258
730;18;0.000254
730;19;0.000181
731;0;0.000079
731;1;0.000092
731;2;0.000096
731;3;0.000102
731;4;0.000109
731;5;0.000117
731;6;0.000124
731;7;0.000132
731;8;0.000138
731;9;0.000146
731;10;0.000150
731;11;0.000158
731;12;0.000158
731;13;0.000163
731;14;0.000166
731;15;0.000170
731;16;0.000172
731;17;0.000176
731;18;0.000178
731;19;0.000182
732;0;0.000079
732;1;0.000093
732;2;0.000097
732;3;0.000102
732;4;0.000108
732;5;0.000117
732;6;0.000125
732;7;0.000132
732;8;0.000139
732;9;0.000146
732;10;0.000192
732;11;0.000194
732;12;0.000201
732;13;0.000164
732;14;0.000167
732;15;0.000174
732;16;0.000176
732;17;0.000182
732;18;0.000181
732;19;0.000184
733;0;0.000079
733;1;0.000092
733;2;0.000097
733;3;0.000104
733;4;0.000110
733;5;0.000161
733;6;0.000197
733;7;0.000240
733;8;0.000187
733;9;0.000237
733;10;0.000192
733;11;0.000193
733;12;0.000159
733;13;0.000290
733;14;0.000197
733;15;0.000206
733;16;0.000173
733;17;0.000176
733;18;0.000179
733;19;0.000182
734;0;0.000079
734;1;0.000091
734;2;0.000097
734;3;0.000104
734;4;0.000108
734;5;0.000118
734;6;0.000125
734;7;0.000132
734;8;0.000139
734;9;0.000146
734;10;0.000152
734;11;0.000155
734;12;0.000160
734;13;0.000163
734;14;0.000168
734;15;0.000170
734;16;0.000175
734;17;0.000175
734;18;0.000179
734;19;0.000182
735;0;0.000079
735;1;0.000091
735;2;0.000096
735;3;0.000103
735;4;0.000109
735;5;0.000119
735;6;0.000125
735;7;0.000176
735;8;0.000208
735;9;0.000149
735;10;0.000152
735;11;0.000157
735;12;0.000159
735;13;0.000166
735;14;0.000223
735;15;0.000286
735;16;0.000329
735;17;0.000260
735;18;0.000179
735;19;0.000182
736;0;0.000079
736;1;0.000091
736;2;0.000137
736;3;0.000107
736;4;0.000212
736;5;0.000175
736;6;0.000125
736;7;0.000132
736;8;0.000139
736;9;0.000148
736;10;0.000168
736;11;0.000159
736;12;0.000163
736;13;0.000168
736;14;0.000171
736;15;0.000174
736;16;0.000178
736;17;0.000180
736;18;0.000185
736;19;0.000188
737;0;0.000082
737;1;0.000094
737;2;0.000099
737;3;0.000105
737;4;0.000111
737;5;0.000121
737;6;0.000128
737;7;0.000135
737;8;0.000143
737;9;0.000152
737;10;0.000156
737;11;0.000160
737;12;0.000163
737;13;0.000168
737;14;0.000171
737;15;0.000175
737;16;0.000178
737;17;0.000183
737;18;0.000187
737;19;0.000191
738;0;0.000082
738;1;0.000094
738;2;0.000100
738;3;0.000106
738;4;0.000115
738;5;0.000126
738;6;0.000136
738;7;0.000138
738;8;0.000242
738;9;0.000242
738;10;0.000156
738;11;0.000159
738;12;0.000163
738;13;0.000168
738;14;0.000171
738;15;0.000175
738;16;0.000178
738;17;0.000183
738;18;0.000188
738;19;0.000188
739;0;0.000081
739;1;0.000095
739;2;0.000099
739;3;0.000106
739;4;0.000112
739;5;0.000121
739;6;0.000129
739;7;0.000136
739;8;0.000143
739;9;0.000152
739;10;0.000158
739;11;0.000159
739;12;0.000164
739;13;0.000168
739;14;0.000173
739;15;0.000176
739;16;0.000189
739;17;0.000177
739;18;0.000180
739;19;0.000184
740;0;0.000080
740;1;0.000093
740;2;0.000096
740;3;0.000104
740;4;0.000110
740;5;0.000119
740;6;0.000126
740;7;0.000133
740;8;0.000139
740;9;0.000147
740;10;0.000153
740;11;0.000156
740;12;0.000160
740;13;0.000164
740;14;0.000168
740;15;0.000172
740;16;0.000175
740;17;0.000180
740;18;0.000283
740;19;0.000238
741;0;0.000097
741;1;0.000095
741;2;0.000098
741;3;0.000105
741;4;0.000110
741;5;0.000119
741;6;0.000126
741;7;0.000135
741;8;0.000142
741;9;0.000148
741;10;0.000154
741;11;0.000157
741;12;0.000219
741;13;0.000204
741;14;0.000301
741;15;0.000191
741;16;0.000177
741;17;0.000183
741;18;0.000181
741;19;0.000189
742;0;0.000082
742;1;0.000094
742;2;0.000099
742;3;0.000104
742;4;0.000112
742;5;0.000120
742;6;0.000127
742;7;0.000134
742;8;0.000141
742;9;0.000149
742;10;0.000154
742;11;0.000158
742;12;0.000161
742;13;0.000167
742;14;0.000169
742;15;0.000172
742;16;0.000176
742;17;0.000181
742;18;0.000182
742;19;0.000186
743;0;0.000082
743;1;0.000094
743;2;0.000098
743;3;0.000104
743;4;0.000112
743;5;0.000120
743;6;0.000129
743;7;0.000135
743;8;0.000177
743;9;0.000151
743;10;0.000209
743;11;0.000209
743;12;0.000163
743;13;0.000324
743;14;0.000219
743;15;0.000174
743;16;0.000178
743;17;0.000179
743;18;0.000182
743;19;0.000185
744;0;0.000082
744;1;0.000094
744;2;0.000098
744;3;0.000105
744;4;0.000111
744;5;0.000121
744;6;0.000129
744;7;0.000135
744;8;0.000142
744;9;0.000149
744;10;0.000154
744;11;0.000159
744;12;0.000161
744;13;0.000168
744;14;0.000170
744;15;0.000173
744;16;0.000177
744;17;0.000179
744;18;0.000183
744;19;0.000186
745;0;0.000081
745;1;0.000094
745;2;0.000099
745;3;0.000104
745;4;0.000111
745;5;0.000120
745;6;0.000128
745;7;0.000134
745;8;0.000142
745;9;0.000151
745;10;0.000154
745;11;0.000159
745;12;0.000161
745;13;0.000167
745;14;0.000170
745;15;0.000173
745;16;0.000177
745;17;0.000179
745;18;0.000183
745;19;0.000186
746;0;0.000082
746;1;0.000094
746;2;0.000099
746;3;0.000104
746;4;0.000113
746;5;0.000122
746;6;0.000129
746;7;0.000136
746;8;0.000146
746;9;0.000251
746;10;0.000195
746;11;0.000205
746;12;0.000161
746;13;0.000169
746;14;0.000170
746;15;0.000179
746;16;0.000184
746;17;0.000183
746;18;0.000182
746;19;0.000186
747;0;0.000081
747;1;0.000099
747;2;0.000191
747;3;0.000186
747;4;0.000167
747;5;0.000121
747;6;0.000127
747;7;0.000135
747;8;0.000141
747;9;0.000149
747;10;0.000154
747;11;0.000157
747;12;0.000161
747;13;0.000165
747;14;0.000169
747;15;0.000172
747;16;0.000177
747;17;0.000179
747;18;0.000183
747;19;0.000185
748;0;0.000080
748;1;0.000093
748;2;0.000097
748;3;0.000104
748;4;0.000111
748;5;0.000121
748;6;0.000127
748;7;0.000135
748;8;0.000141
748;9;0.000149
748;10;0.000153
748;11;0.000194
748;12;0.000164
748;13;0.000237
748;14;0.000209
748;15;0.000230
748;16;0.000285
748;17;0.000184
748;18;0.000185
748;19;0.000186
749;0;0.000081
749;1;0.000094
749;2;0.000098
749;3;0.000104
749;4;0.000111
749;5;0.000121
749;6;0.000127
749;7;0.000134
749;8;0.000141
749;9;0.000149
749;10;0.000155
749;11;0.000158
749;12;0.000209
749;13;0.000170
749;14;0.000173
749;15;0.000177
749;16;0.000180
749;17;0.000182
749;18;0.000185
749;19;0.000189
750;0;0.000084
750;1;0.000096
750;2;0.000102
750;3;0.000107
750;4;0.000114
750;5;0.000123
750;6;0.000130
750;7;0.000138
750;8;0.000145
750;9;0.000154
750;10;0.000157
750;11;0.000160
750;12;0.000165
750;13;0.000169
750;14;0.000173
750;15;0.000177
750;16;0.000181
750;17;0.000186
750;18;0.000186
750;19;0.000189
751;0;0.000083
751;1;0.000097
751;2;0.000101
751;3;0.000108
751;4;0.000115
751;5;0.000123
751;6;0.000133
751;7;0.000140
751;8;0.000145
751;9;0.000153
751;10;0.000159
751;11;0.000160
751;12;0.000168
751;13;0.000296
751;14;0.000192
751;15;0.000178
751;16;0.000246
751;17;0.000236
751;18;0.000238
751;19;0.000192
752;0;0.000081
752;1;0.000094
752;2;0.000100
752;3;0.000105
752;4;0.000112
752;5;0.000120
752;6;0.000128
752;7;0.000135
752;8;0.000142
752;9;0.000150
752;10;0.000191
752;11;0.000228
752;12;0.000259
752;13;0.000168
752;14;0.000170
752;15;0.000175
752;16;0.000180
752;17;0.000181
752;18;0.000184
752;19;0.000188
753;0;0.000081
753;1;0.000094
753;2;0.000099
753;3;0.000105
753;4;0.000112
753;5;0.000121
753;6;0.000129
753;7;0.000135
753;8;0.000142
753;9;0.000150
753;10;0.000155
753;11;0.000159
753;12;0.000163
753;13;0.000169
753;14;0.000171
753;15;0.000175
753;16;0.000178
753;17;0.000181
753;18;0.000185
753;19;0.000229
754;0;0.000082
754;1;0.000094
754;2;0.000187
754;3;0.000121
754;4;0.000184
754;5;0.000219
754;6;0.000205
754;7;0.000174
754;8;0.000143
754;9;0.000150
754;10;0.000156
754;11;0.000159
754;12;0.000163
754;13;0.000168
754;14;0.000171
754;15;0.000176
754;16;0.000179
754;17;0.000182
754;18;0.000186
754;19;0.000188
755;0;0.000081
755;1;0.000094
755;2;0.000099
755;3;0.000106
755;4;0.000112
755;5;0.000122
755;6;0.000129
755;7;0.000135
755;8;0.000143
755;9;0.000151
755;10;0.000157
755;11;0.000160
755;12;0.000164
755;13;0.000168
755;14;0.000172
755;15;0.000175
755;16;0.000179
755;17;0.000183
755;18;0.000185
755;19;0.000188
756;0;0.000081
756;1;0.000095
756;2;0.000099
756;3;0.000106
756;4;0.000113
756;5;0.000121
756;6;0.000130
756;7;0.000135
756;8;0.000143
756;9;0.000151
756;10;0.000156
756;11;0.000159
756;12;0.000163
756;13;0.000170
756;14;0.000172
756;15;0.000197
756;16;0.000211
756;17;0.000182
756;18;0.000226
756;19;0.000190
757;0;0.000082
757;1;0.000095
757;2;0.000101
757;3;0.000168
757;4;0.000184
757;5;0.000171
757;6;0.000173
757;7;0.000138
757;8;0.000143
757;9;0.000151
757;10;0.000157
757;11;0.000161
757;12;0.000164
757;13;0.000169
757;14;0.000172
757;15;0.000176
757;16;0.000235
757;17;0.000262
757;18;0.000260
757;19;0.000189
758;0;0.000083
758;1;0.000094
758;2;0.000101
758;3;0.000105
758;4;0.000112
758;5;0.000121
758;6;0.000129
758;7;0.000136
758;8;0.000143
758;9;0.000153
758;10;0.000156
758;11;0.000161
758;12;0.000164
758;13;0.000169
758;14;0.000176
758;15;0.000177
758;16;0.000181
758;17;0.000182
758;18;0.000186
758;19;0.000189
759;0;0.000083
759;1;0.000094
759;2;0.000099
759;3;0.000105
759;4;0.000112
759;5;0.000121
759;6;0.000129
759;7;0.000137
759;8;0.000144
759;9;0.000153
759;10;0.000157
759;11;0.000198
759;12;0.000166
759;13;0.000242
759;14;0.000213
759;15;0.000318
759;16;0.000182
759;17;0.000187
759;18;0.000188
759;19;0.000190
760;0;0.000083
760;1;0.000095
760;2;0.000102
760;3;0.000107
760;4;0.000114
760;5;0.000123
760;6;0.000130
760;7;0.000138
760;8;0.000144
760;9;0.000154
760;10;0.000158
760;11;0.000161
760;12;0.000165
760;13;0.000170
760;14;0.000174
760;15;0.000178
760;16;0.000180
760;17;0.000184
760;18;0.000186
760;19;0.000190
761;0;0.000083
761;1;0.000095
761;2;0.000101
761;3;0.000107
761;4;0.000114
761;5;0.000123
761;6;0.000132
761;7;0.000138
761;8;0.000145
761;9;0.000153
761;10;0.000158
761;11;0.000161
761;12;0.000165
761;13;0.000171
761;14;0.000174
761;15;0.000179
761;16;0.000180
761;17;0.000183
761;18;0.000187
761;19;0.000191
762;0;0.000083
762;1;0.000096
762;2;0.000102
762;3;0.000107
762;4;0.000115
762;5;0.000123
762;6;0.000131
762;7;0.000179
762;8;0.000146
762;9;0.000153
762;10;0.000161
762;11;0.000204
762;12;0.000230
762;13;0.000243
762;14;0.000175
762;15;0.000177
762;16;0.000180
762;17;0.000187
762;18;0.000185
762;19;0.000191
763;0;0.000082
763;1;0.000096
763;2;0.000100
763;3;0.000106
763;4;0.000113
763;5;0.000122
763;6;0.000154
763;7;0.000254
763;8;0.000145
763;9;0.000154
763;10;0.000157
763;11;0.000162
763;12;0.000164
763;13;0.000170
763;14;0.000173
763;15;0.000177
763;16;0.000180
763;17;0.000182
763;18;0.000187
763;19;0.000192
764;0;0.000083
764;1;0.000095
764;2;0.000100
764;3;0.000106
764;4;0.000113
764;5;0.000122
764;6;0.000130
764;7;0.000138
764;8;0.000144
764;9;0.000153
764;10;0.000157
764;11;0.000161
764;12;0.000164
764;13;0.000170
764;14;0.000173
764;15;0.000177
764;16;0.000181
764;17;0.000182
764;18;0.000187
764;19;0.000270
765;0;0.000082
765;1;0.000095
765;2;0.000169
765;3;0.000133
765;4;0.000131
765;5;0.000229
765;6;0.000173
765;7;0.000138
765;8;0.000145
765;9;0.000153
765;10;0.000158
765;11;0.000162
765;12;0.000166
765;13;0.000170
765;14;0.000175
765;15;0.000177
765;16;0.000224
765;17;0.000184
765;18;0.000188
765;19;0.000190
766;0;0.000082
766;1;0.000096
766;2;0.000101
766;3;0.000106
766;4;0.000113
766;5;0.000124
766;6;0.000208
766;7;0.000140
766;8;0.000145
766;9;0.000154
766;10;0.000158
766;11;0.000162
766;12;0.000166
766;13;0.000170
766;14;0.000174
766;15;0.000178
766;16;0.000182
766;17;0.000187
766;18;0.000187
766;19;0.000191
767;0;0.000083
767;1;0.000095
767;2;0.000100
767;3;0.000107
767;4;0.000115
767;5;0.000123
767;6;0.000131
767;7;0.000138
767;8;0.000145
767;9;0.000154
767;10;0.000159
767;11;0.000162
767;12;0.000166
767;13;0.000213
767;14;0.000176
767;15;0.000179
767;16;0.000184
767;17;0.000271
767;18;0.000240
767;19;0.000192
768;0;0.000088
768;1;0.000096
768;2;0.000101
768;3;0.000107
768;4;0.000114
768;5;0.000123
768;6;0.000130
768;7;0.000138
768;8;0.000145
768;9;0.000154
768;10;0.000158
768;11;0.000165
768;12;0.000211
768;13;0.000305
768;14;0.000175
768;15;0.000178
768;16;0.000182
768;17;0.000184
768;18;0.000187
768;19;0.000191
769;0;0.000082
769;1;0.000095
769;2;0.000101
769;3;0.000107
769;4;0.000114
769;5;0.000123
769;6;0.000130
769;7;0.000138
769;8;0.000145
769;9;0.000154
769;10;0.000158
769;11;0.000164
769;12;0.000166
769;13;0.000171
769;14;0.000176
769;15;0.000179
769;16;0.000182
769;17;0.000186
769;18;0.000187
769;19;0.000191
770;0;0.000083
770;1;0.000096
770;2;0.000152
770;3;0.000227
770;4;0.000146
770;5;0.000140
770;6;0.000182
770;7;0.000177
770;8;0.000148
770;9;0.000310
770;10;0.000185
770;11;0.000166
770;12;0.000169
770;13;0.000174
770;14;0.000175
770;15;0.000179
770;16;0.000183
770;17;0.000191
770;18;0.000190
770;19;0.000194
771;0;0.000091
771;1;0.000098
771;2;0.000102
771;3;0.000108
771;4;0.000116
771;5;0.000125
771;6;0.000133
771;7;0.000139
771;8;0.000146
771;9;0.000155
771;10;0.000160
771;11;0.000164
771;12;0.000167
771;13;0.000173
771;14;0.000176
771;15;0.000180
771;16;0.000184
771;17;0.000190
771;18;0.000190
771;19;0.000194
772;0;0.000084
772;1;0.000097
772;2;0.000103
772;3;0.000109
772;4;0.000116
772;5;0.000125
772;6;0.000133
772;7;0.000140
772;8;0.000148
772;9;0.000156
772;10;0.000161
772;11;0.000164
772;12;0.000167
772;13;0.000173
772;14;0.000176
772;15;0.000180
772;16;0.000184
772;17;0.000187
772;18;0.000190
772;19;0.000199
773;0;0.000084
773;1;0.000099
773;2;0.000123
773;3;0.000133
773;4;0.000116
773;5;0.000228
773;6;0.000136
773;7;0.000141
773;8;0.000149
773;9;0.000158
773;10;0.000162
773;11;0.000166
773;12;0.000170
773;13;0.000175
773;14;0.000180
773;15;0.000182
773;16;0.000187
773;17;0.000298
773;18;0.000191
773;19;0.000195
774;0;0.000086
774;1;0.000100
774;2;0.000104
774;3;0.000111
774;4;0.000118
774;5;0.000127
774;6;0.000136
774;7;0.000142
774;8;0.000150
774;9;0.000157
774;10;0.000164
774;11;0.000166
774;12;0.000170
774;13;0.000175
774;14;0.000179
774;15;0.000183
774;16;0.000262
774;17;0.000246
774;18;0.000228
774;19;0.000195
775;0;0.000087
775;1;0.000099
775;2;0.000105
775;3;0.000111
775;4;0.000118
775;5;0.000127
775;6;0.000135
775;7;0.000143
775;8;0.000150
775;9;0.000196
775;10;0.000164
775;11;0.000237
775;12;0.000207
775;13;0.000349
775;14;0.000236
775;15;0.000183
775;16;0.000186
775;17;0.000190
775;18;0.000192
775;19;0.000196
776;0;0.000087
776;1;0.000099
776;2;0.000105
776;3;0.000111
776;4;0.000118
776;5;0.000127
776;6;0.000136
776;7;0.000143
776;8;0.000151
776;9;0.000158
776;10;0.000163
776;11;0.000167
776;12;0.000170
776;13;0.000176
776;14;0.000180
776;15;0.000184
776;16;0.000187
776;17;0.000189
776;18;0.000192
776;19;0.000199
777;0;0.000087
777;1;0.000099
777;2;0.000106
777;3;0.000111
777;4;0.000119
777;5;0.000128
777;6;0.000135
777;7;0.000142
777;8;0.000151
777;9;0.000159
777;10;0.000163
777;11;0.000167
777;12;0.000171
777;13;0.000175
777;14;0.000180
777;15;0.000184
777;16;0.000188
777;17;0.000189
777;18;0.000194
777;19;0.000196
778;0;0.000087
778;1;0.000144
778;2;0.000106
778;3;0.000113
778;4;0.000119
778;5;0.000129
778;6;0.000137
778;7;0.000187
778;8;0.000150
778;9;0.000209
778;10;0.000164
778;11;0.000165
778;12;0.000169
778;13;0.000173
778;14;0.000178
778;15;0.000181
778;16;0.000189
778;17;0.000187
778;18;0.000190
778;19;0.000244
779;0;0.000131
779;1;0.000098
779;2;0.000103
779;3;0.000109
779;4;0.000116
779;5;0.000125
779;6;0.000133
779;7;0.000141
779;8;0.000148
779;9;0.000155
779;10;0.000162
779;11;0.000165
779;12;0.000169
779;13;0.000173
779;14;0.000177
779;15;0.000181
779;16;0.000185
779;17;0.000187
779;18;0.000190
779;19;0.000195
780;0;0.000084
780;1;0.000097
780;2;0.000103
780;3;0.000109
780;4;0.000116
780;5;0.000125
780;6;0.000133
780;7;0.000141
780;8;0.000149
780;9;0.000156
780;10;0.000161
780;11;0.000165
780;12;0.000168
780;13;0.000177
780;14;0.000264
780;15;0.000183
780;16;0.000277
780;17;0.000212
780;18;0.000308
780;19;0.000195
781;0;0.000085
781;1;0.000097
781;2;0.000103
781;3;0.000109
781;4;0.000115
781;5;0.000125
781;6;0.000134
781;7;0.000141
781;8;0.000149
781;9;0.000156
781;10;0.000162
781;11;0.000166
781;12;0.000169
781;13;0.000174
781;14;0.000178
781;15;0.000181
781;16;0.000185
781;17;0.000187
781;18;0.000191
781;19;0.000195
782;0;0.000084
782;1;0.000097
782;2;0.000102
782;3;0.000109
782;4;0.000116
782;5;0.000126
782;6;0.000134
782;7;0.000141
782;8;0.000149
782;9;0.000156
782;10;0.000161
782;11;0.000165
782;12;0.000169
782;13;0.000174
782;14;0.000178
782;15;0.000183
782;16;0.000185
782;17;0.000188
782;18;0.000191
782;19;0.000195
783;0;0.000085
783;1;0.000098
783;2;0.000162
783;3;0.000174
783;4;0.000116
783;5;0.000126
783;6;0.000133
783;7;0.000143
783;8;0.000148
783;9;0.000158
783;10;0.000164
783;11;0.000167
783;12;0.000232
783;13;0.000179
783;14;0.000268
783;15;0.000184
783;16;0.000186
783;17;0.000190
783;18;0.000193
783;19;0.000196
784;0;0.000086
784;1;0.000098
784;2;0.000104
784;3;0.000109
784;4;0.000116
784;5;0.000126
784;6;0.000134
784;7;0.000141
784;8;0.000300
784;9;0.000157
784;10;0.000163
784;11;0.000166
784;12;0.000171
784;13;0.000175
784;14;0.000178
784;15;0.000183
784;16;0.000186
784;17;0.000189
784;18;0.000198
784;19;0.000198
785;0;0.000085
785;1;0.000097
785;2;0.000103
785;3;0.000109
785;4;0.000116
785;5;0.000126
785;6;0.000134
785;7;0.000142
785;8;0.000151
785;9;0.000158
785;10;0.000162
785;11;0.000166
785;12;0.000170
785;13;0.000176
785;14;0.000179
785;15;0.000219
785;16;0.000258
785;17;0.000227
785;18;0.000302
785;19;0.000206
786;0;0.000088
786;1;0.000102
786;2;0.000106
786;3;0.000112
786;4;0.000121
786;5;0.000129
786;6;0.000138
786;7;0.000144
786;8;0.000152
786;9;0.000160
786;10;0.000166
786;11;0.000169
786;12;0.000172
786;13;0.000178
786;14;0.000182
786;15;0.000186
786;16;0.000189
786;17;0.000191
786;18;0.000195
786;19;0.000198
787;0;0.000088
787;1;0.000102
787;2;0.000106
787;3;0.000113
787;4;0.000119
787;5;0.000130
787;6;0.000137
787;7;0.000145
787;8;0.000153
787;9;0.000160
787;10;0.000166
787;11;0.000169
787;12;0.000173
787;13;0.000178
787;14;0.000182
787;15;0.000186
787;16;0.000189
787;17;0.000192
787;18;0.000195
787;19;0.000199
788;0;0.000088
788;1;0.000100
788;2;0.000106
788;3;0.000112
788;4;0.000119
788;5;0.000129
788;6;0.000138
788;7;0.000145
788;8;0.000151
788;9;0.000160
788;10;0.000166
788;11;0.000169
788;12;0.000173
788;13;0.000181
788;14;0.000183
788;15;0.000209
788;16;0.000259
788;17;0.000263
788;18;0.000194
788;19;0.000196
789;0;0.000085
789;1;0.000098
789;2;0.000104
789;3;0.000110
789;4;0.000118
789;5;0.000126
789;6;0.000134
789;7;0.000142
789;8;0.000149
789;9;0.000157
789;10;0.000210
789;11;0.000248
789;12;0.000170
789;13;0.000175
789;14;0.000179
789;15;0.000182
789;16;0.000187
789;17;0.000189
789;18;0.000192
789;19;0.000202
790;0;0.000084
790;1;0.000099
790;2;0.000103
790;3;0.000109
790;4;0.000117
790;5;0.000127
790;6;0.000134
790;7;0.000142
790;8;0.000150
790;9;0.000157
790;10;0.000164
790;11;0.000166
790;12;0.000170
790;13;0.000176
790;14;0.000179
790;15;0.000183
790;16;0.000186
790;17;0.000189
790;18;0.000192
790;19;0.000315
791;0;0.000107
791;1;0.000115
791;2;0.000168
791;3;0.000167
791;4;0.000229
791;5;0.000218
791;6;0.000239
791;7;0.000245
791;8;0.000241
791;9;0.000202
791;10;0.000249
791;11;0.000237
791;12;0.000214
791;13;0.000201
791;14;0.000224
791;15;0.000227
791;16;0.000229
791;17;0.000209
791;18;0.000202
791;19;0.000258
792;0;0.000105
792;1;0.000135
792;2;0.000140
792;3;0.000180
792;4;0.000188
792;5;0.000166
792;6;0.000136
792;7;0.000142
792;8;0.000150
792;9;0.000159
792;10;0.000163
792;11;0.000168
792;12;0.000172
792;13;0.000176
792;14;0.000181
792;15;0.000185
792;16;0.000188
792;17;0.000191
792;18;0.000193
792;19;0.000198
793;0;0.000086
793;1;0.000098
793;2;0.000104
793;3;0.000110
793;4;0.000118
793;5;0.000128
793;6;0.000136
793;7;0.000143
793;8;0.000154
793;9;0.000160
793;10;0.000166
793;11;0.000169
793;12;0.000176
793;13;0.000198
793;14;0.000186
793;15;0.000205
793;16;0.000197
793;17;0.000198
793;18;0.000202
793;19;0.000205
794;0;0.000091
794;1;0.000104
794;2;0.000111
794;3;0.000117
794;4;0.000125
794;5;0.000134
794;6;0.000141
794;7;0.000149
794;8;0.000157
794;9;0.000206
794;10;0.000171
794;11;0.000175
794;12;0.000179
794;13;0.000185
794;14;0.000189
794;15;0.000194
794;16;0.000196
794;17;0.000205
794;18;0.000202
794;19;0.000205
795;0;0.000091
795;1;0.000104
795;2;0.000138
795;3;0.000119
795;4;0.000124
795;5;0.000135
795;6;0.000142
795;7;0.000149
795;8;0.000156
795;9;0.000166
795;10;0.000170
795;11;0.000174
795;12;0.000177
795;13;0.000183
795;14;0.000188
795;15;0.000278
795;16;0.000201
795;17;0.000209
795;18;0.000240
795;19;0.000241
796;0;0.000089
796;1;0.000104
796;2;0.000111
796;3;0.000117
796;4;0.000123
796;5;0.000134
796;6;0.000143
796;7;0.000149
796;8;0.000156
796;9;0.000164
796;10;0.000171
796;11;0.000173
796;12;0.000179
796;13;0.000182
796;14;0.000187
796;15;0.000192
796;16;0.000194
796;17;0.000196
796;18;0.000201
796;19;0.000204
797;0;0.000090
797;1;0.000102
797;2;0.000109
797;3;0.000115
797;4;0.000122
797;5;0.000132
797;6;0.000140
797;7;0.000148
797;8;0.000156
797;9;0.000165
797;10;0.000170
797;11;0.000175
797;12;0.000178
797;13;0.000185
797;14;0.000187
797;15;0.000191
797;16;0.000195
797;17;0.000197
797;18;0.000201
797;19;0.000204
798;0;0.000089
798;1;0.000104
798;2;0.000108
798;3;0.000116
798;4;0.000123
798;5;0.000133
798;6;0.000140
798;7;0.000148
798;8;0.000156
798;9;0.000164
798;10;0.000171
798;11;0.000209
798;12;0.000180
798;13;0.000186
798;14;0.000190
798;15;0.000193
798;16;0.000199
798;17;0.000211
798;18;0.000203
798;19;0.000207
799;0;0.000092
799;1;0.000105
799;2;0.000117
799;3;0.000116
799;4;0.000123
799;5;0.000132
799;6;0.000141
799;7;0.000149
799;8;0.000157
799;9;0.000165
799;10;0.000231
799;11;0.000224
799;12;0.000178
799;13;0.000182
799;14;0.000198
799;15;0.000185
799;16;0.000189
799;17;0.000192
799;18;0.000195
799;19;0.000200
800;0;0.000086
800;1;0.000099
800;2;0.000104
800;3;0.000111
800;4;0.000118
800;5;0.000128
800;6;0.000138
800;7;0.000144
800;8;0.000152
800;9;0.000160
800;10;0.000166
800;11;0.000170
800;12;0.000173
800;13;0.000177
800;14;0.000182
800;15;0.000187
800;16;0.000188
800;17;0.000192
800;18;0.000232
800;19;0.000202
801;0;0.000105
801;1;0.000150
801;2;0.000128
801;3;0.000112
801;4;0.000154
801;5;0.000212
801;6;0.000137
801;7;0.000145
801;8;0.000154
801;9;0.000163
801;10;0.000165
801;11;0.000171
801;12;0.000174
801;13;0.000178
801;14;0.000183
801;15;0.000185
801;16;0.000191
801;17;0.000196
801;18;0.000195
801;19;0.000200
802;0;0.000087
802;1;0.000100
802;2;0.000107
802;3;0.000112
802;4;0.000118
802;5;0.000129
802;6;0.000136
802;7;0.000144
802;8;0.000152
802;9;0.000161
802;10;0.000166
802;11;0.000172
802;12;0.000174
802;13;0.000178
802;14;0.000184
802;15;0.000186
802;16;0.000190
802;17;0.000192
802;18;0.000196
802;19;0.000199
803;0;0.000086
803;1;0.000100
803;2;0.000105
803;3;0.000113
803;4;0.000119
803;5;0.000129
803;6;0.000137
803;7;0.000223
803;8;0.000153
803;9;0.000161
803;10;0.000167
803;11;0.000169
803;12;0.000176
803;13;0.000180
803;14;0.000184
803;15;0.000190
803;16;0.000196
803;17;0.000236
803;18;0.000222
803;19;0.000200
804;0;0.000088
804;1;0.000100
804;2;0.000106
804;3;0.000112
804;4;0.000119
804;5;0.000129
804;6;0.000137
804;7;0.000145
804;8;0.000153
804;9;0.000162
804;10;0.000167
804;11;0.000173
804;12;0.000199
804;13;0.000302
804;14;0.000183
804;15;0.000188
804;16;0.000190
804;17;0.000193
804;18;0.000197
804;19;0.000201
805;0;0.000087
805;1;0.000100
805;2;0.000107
805;3;0.000112
805;4;0.000120
805;5;0.000129
805;6;0.000137
805;7;0.000145
805;8;0.000153
805;9;0.000161
805;10;0.000167
805;11;0.000170
805;12;0.000174
805;13;0.000181
805;14;0.000183
805;15;0.000188
805;16;0.000191
805;17;0.000197
805;18;0.000197
805;19;0.000201
806;0;0.000087
806;1;0.000101
806;2;0.000105
806;3;0.000112
806;4;0.000119
806;5;0.000208
806;6;0.000139
806;7;0.000215
806;8;0.000188
806;9;0.000197
806;10;0.000245
806;11;0.000171
806;12;0.000175
806;13;0.000181
806;14;0.000183
806;15;0.000188
806;16;0.000191
806;17;0.000194
806;18;0.000197
806;19;0.000203
807;0;0.000087
807;1;0.000100
807;2;0.000106
807;3;0.000112
807;4;0.000120
807;5;0.000130
807;6;0.000138
807;7;0.000145
807;8;0.000154
807;9;0.000162
807;10;0.000167
807;11;0.000170
807;12;0.000175
807;13;0.000180
807;14;0.000184
807;15;0.000187
807;16;0.000191
807;17;0.000194
807;18;0.000197
807;19;0.000202
808;0;0.000087
808;1;0.000101
808;2;0.000106
808;3;0.000113
808;4;0.000120
808;5;0.000129
808;6;0.000139
808;7;0.000145
